Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
dnm2,protein,,dnm2,uniprot,p50570,,,il7r,protein,,il7r,uniprot,p16871,,,positive,i,activation,,,,,,0.65,indra,"coherently, recurrent loss-of-function mutations in the dynamin 2 (dnm2) gene were found to impair clathrin dependent endocytosis of il-7r leading to increased surface expression and enhanced il-7r signaling in t-all cells.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
dnm2,protein,,dnm2,uniprot,p50570,,,il7r,protein,,il7r,uniprot,p16871,,,negative,i,inhibition,,,,,,0.65,indra,"coherently, recurrent loss-of-function mutations in the dynamin 2 (dnm2) gene were found to impair clathrin dependent endocytosis of il-7r leading to increased surface expression and enhanced il-7r signaling in t-all cells.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
dnm2,protein,,dnm2,uniprot,p50570,,,endocytosis,bioprocess,,,go,go:0006897,,,negative,i,inhibition,,,,,,0.65,indra,"coherently, recurrent loss-of-function mutations in the dynamin 2 (dnm2) gene were found to impair clathrin dependent endocytosis of il-7r leading to increased surface expression and enhanced il-7r signaling in t-all cells.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
dnm2,protein,,dnm2,uniprot,p50570,,,clathrin,bioprocess,,,go,go:0016190,,,negative,i,inhibition,,,,,,0.65,indra,"coherently, recurrent loss-of-function mutations in the dynamin 2 (dnm2) gene were found to impair clathrin dependent endocytosis of il-7r leading to increased surface expression and enhanced il-7r signaling in t-all cells.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
dll4,protein,,dll4,uniprot,q9nr61,,,xbp1,protein,,xbp1,uniprot,p17861,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
dll4,protein,,dll4,uniprot,q9nr61,,,socs2,protein,,socs2,uniprot,o14508,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
base pairs oncogenic t cell signalling,other,,,text_norm,base pairs oncogenic t cell signalling,,,pd-1 loop,other,,,text_norm,pd-1 loop,,,negative,i,inhibition,,,,,,0.65,indra,"cna , copy number aberration ; kbp , kilo base pairs ; mbp , million base pairs oncogenic t cell signalling induces a pd-1 inhibitory loop .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
azd-8055,simplechemical,,,chebi,chebi:91329,,,pi3k/akt/mtor,other,,,text,pi3k/akt/mtor,,,negative,i,inhibition,,,,,,0.65,indra,3.4 pp242 and azd8055 block the feedback activation of pi3k/akt/mtor signaling.,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
axin,other,,,fplx,axin,,,ctnnb1,protein,,ctnnb1,uniprot,p35222,,,negative,i,inhibition,,,,,,0.65,indra,apc and axin sequester beta-catenin in the cytoplasm.,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,ikzf1,protein,,ikzf1,uniprot,q13422,,,positive,i,activation,,,,,,0.65,indra,44 pi3k and akt signaling mediates inappropriate ikaros mrna splicing by downregulation of foxo1 in pten -/- pro b cells.,pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
akt inhibitors,other,,,text,akt inhibitors,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
akt inhibitor,other,,,text,akt inhibitor,,,akt,other,,,fplx,akt,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,tal1,protein,,tal1,uniprot,p17542,,,positive,i,activation,,,,,,0.65,indra,"on the basis of the mutations found in tal1 positive t-all cases, such as the prevalence for pten deletions, we hypothesized that strong akt activation could be required to drive the proliferation of tal1 + cells.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,stat5,other,,,fplx,stat5,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,stat5,other,,,fplx,stat5,,,positive,i,activation,,,,,,0.65,indra,"35 we can not preclude cross talk between these pathways in pro-t-cell dn2 context between upstream members of the pathways (for example, via protein protein interactions), but our results as presented here suggest that there is only limited cross talk between the il7r signaling pathway, notch and pi3k and akt that ultimately leads to either stat5 or akt activation at this stage of is likely to be related to the t-cell maturation stage.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,negative,i,inhibition,,,,,,0.65,indra,"pd-1 signalling in a pd-1-transduced human lymphoma cell line also enhances pten and attenuates pi3k/akt and pkcθ (extended data fig. 9a, b, c).",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,notch,family,,,pfam,pf00066,,,positive,i,activation,,,,,,0.65,indra,"furthermore, e2f was controlled by synergistic notch and scf-kit-mediated akt activation.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,mtorc2,bioprocess,,,mesh,d000076225,,,negative,i,inhibition,,,,,,0.9804,indra,subsequent activation of pten by mek1 then inhibits akt in concert with the negative feedback provided by indirect akt inhibition of mtorc2 ( xref ).,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,foxo1,other,,foxo1,up,q12778,,,positive,i,phosphorylation,,,,,,0.8775000000000001,indra,nan,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
atp2-h3214 mice,other,,,text_norm,atp2-h3214 mice,,,atp2,other,,,text_norm,atp2,,,positive,i,activation,,,,,,0.65,indra,"rosa26lsl-pb mice16 were crossed to rosa26lsl-itk-syk mice to generate the rosa26lsl-itk-syk ; rosa26lsl-pb strain , and atp2-h3214 mice were crossed to cd4-cre mice to generate the atp2 ; cd4-cre transgenic animals .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cytokine production,bioprocess,,,go,go:0001816,,,negative,i,inhibition,,,,,,0.65,indra,akt inhibition does not dampen cell mediated cytotoxicity but increases cytokine production.,pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cxadr,protein,,cxadr,uniprot,p78310,,,negative,i,inhibition,,,,,,0.65,indra,we now investigate whether inhibition of akt signaling during ex vivo expansion of car t cells can promote the generation of car t cells with enhanced antitumor activity following adoptive therapy in a murine leukemia xenograft model.,pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,we show that akt inhibition during ex vivo expansion did not inhibit cd19car t cell proliferation and effector function but gave rise to less differentiated car t cells with high expression of cd62l and cd28 [xref_bibr].,pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cell population proliferation,bioprocess,,mtor,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,"on the basis of the mutations found in tal1 positive t-all cases, such as the prevalence for pten deletions, we hypothesized that strong akt activation could be required to drive the proliferation of tal1 + cells.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cell differentiation,bioprocess,,,go,go:0030154,,,negative,i,inhibition,,,,,,0.65,indra,"however, recent data implicates the transcription factor foxo1 in the induction of treg, and phosphorylation of foxo1 by akt was established as a mechanism by which akt and mtor signaling inhibits treg differentiation.",pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cd19car,other,,,text,cd19car,,,positive,i,activation,,,,,,0.86,indra,we show that akt inhibition during ex vivo expansion did not inhibit cd19car t cell proliferation and effector function but gave rise to less differentiated car t cells with high expression of cd62l and cd28 [xref_bibr].,pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.86,indra,"tax, one of the htlv-1-encoded proteins, is a regulatory protein for viral replication and activates the pi3k and akt pathway by binding to the p85alpha inhibitory subunit of pi3k and releasing the active p110alpha catalytic subunit, resulting in cell proliferation and survival.5 inhibition of akt induces apoptosis in htlv-1-infected cells.6 tax is important for the infection cycle and clonal expansion, but tax expressing cells are rapidly eliminated because of its strong immunogenicity.7, 8, 9 thus, tax is suppressed or not expressed in atl.10, 11, 12 in contrast to tax, htlv-1- basic-leucine-zipper factor (hbz), an antisense mrna transcribed from the 3 ' ltr, has been shown to be consistently expressed in atl cells.12, 13, 14 the hbz protein binds to a variety of host factors, such as c-jun, junb, jund, creb, and the p65 subunit of nuclear factor-kappa b (nk-kappab), and has been shown to affect several cellular signaling pathways in atl cells.15 hbz interacts with gadd34 and positively regulates the mammalian target of rapamycin (mtor) signaling pathway.16 both tax and hbz play pivotal roles for htlv-1 and these findings indicate that the mtor pathway might be a therapeutic target for atl.17, 18 mtor, a serine/threonine kinase, plays a pivotal role in cancer-cell proliferation and is a promising target for cancer therapy.",pmc5765289,['nan'],['nan'],1,0.1,39,1,39.1
adenosine 5'-monophosphate,simplechemical,,,chebi,chebi:16027,,,notch,family,,,pfam,pf00066,,,positive,i,activation,,,,,,0.65,indra,"on the other hand, cell-extrinsic microenvironmental factors such as nutrient availability, hypoxia, chemokines, growth factors and their receptors promote tumor growth through the activation of specific signal transduction pathways including pi3k/akt/mtor signaling, amp activated protein kinase (ampk) signaling, hedgehog signaling, calcineurin and nuclear factors of activated t-cells (nfat) signaling, wnt signaling and hypoxia inducible factor (hif-1) signaling.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
akti,protein,,,uniprot,p85498,,,cd8+cd19car,other,,,text,cd8+cd19car,,,positive,i,activation,,,,,,0.65,indra,our data support that akti did not increase the senescence of cd8+ cd19car t cells.,pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akti,protein,,,uniprot,p85498,,,cell differentiation,bioprocess,,,go,go:0030154,,,negative,i,inhibition,,,,,,0.65,indra,"however, exhaustive features remain the same, indicating that akti prevents car t cell differentiation and does not induce exhaustion of car t cells.",pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akti,protein,,,uniprot,p85498,,,cellular senescence,bioprocess,,,go,go:0090398,,,positive,i,activation,,,,,,0.65,indra,our data support that akti did not increase the senescence of cd8+ cd19car t cells.,pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akti,protein,,,uniprot,p85498,,,cm,other,,,text,cm,,,negative,i,inhibition,,,,,,0.8775000000000001,indra,our current studies demonstrate that akti does not inhibit t cm and naïve/memory-derived cd19car t cell expansion but promotes the generation of memory cd19car t cells with greater antitumor activity and supports the use of akti for further improved car t cell therapy in these advanced platforms.,pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
atezolizumab,bioprocess,,,mesh,c000594389,,,lymphoproliferation,other,,,text_norm,lymphoproliferation,,,positive,i,activation,,,,,,0.65,indra,anti-pd-l1 triggers lethal itk-syk + lymphoproliferation .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
atezolizumab,bioprocess,,,mesh,c000594389,,,lethal itk-syk,other,,,text_norm,lethal itk-syk,,,positive,i,activation,,,,,,0.65,indra,anti-pd-l1 triggers lethal itk-syk + lymphoproliferation .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
apc,protein,,apc,uniprot,p25054,,,ctnnb1,protein,,ctnnb1,uniprot,p35222,,,negative,i,inhibition,,,,,,0.65,indra,apc and axin sequester beta-catenin in the cytoplasm.,pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
anti-cd3 mab,other,,,text,anti-cd3 mab,,,cell differentiation,bioprocess,,,go,go:0030154,,,positive,i,activation,,,,,,0.65,indra,"to test this prediction, we performed t cell activation assays with low and high doses of anti-cd3 mab, which drive treg and th differentiation respectively (xref_supplementary).",pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
animals,bioprocess,,,mesh,d000818,,,tamoxifen-inducible cre,other,,,text_norm,tamoxifen-inducible cre,,,positive,i,activation,,,,,,0.65,indra,"to assess the evolution of these cancers in a controlled manner , we crossed rosa26lsl-itk-syk mice with animals that allow tamoxifen-inducible cre activation in cd4 + t cells ( cd4-creert2 mice ) 10 .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
animals,bioprocess,,,mesh,d000818,,,cd4 t cells cd4-creert2 mice,other,,,text_norm,cd4 t cells cd4-creert2 mice,,,positive,i,activation,,,,,,0.65,indra,"to assess the evolution of these cancers in a controlled manner , we crossed rosa26lsl-itk-syk mice with animals that allow tamoxifen-inducible cre activation in cd4 + t cells ( cd4-creert2 mice ) 10 .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
ampk,other,,,fplx,ampk,,,metabolic process,bioprocess,,,go,go:0008152,,,positive,i,activation,,,,,,0.65,indra,"moreover, notch1 overexpression induced metabolic stress that led to ampk activation that acted to restrain glycolysis through inhibition of mtorc1 and promoted mitochondrial oxidative metabolism and mitochondrial complex i activity to mitigate stress.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ampk,other,,,fplx,ampk,,,homeostatic process,bioprocess,,,go,go:0042592,,,positive,i,activation,,,,,,0.65,indra,"activation of ampk by falling energy status, promotes metabolic homeostasis by activating atp generating pathways such as glucose uptake, glycolysis, fatty acid uptake and oxidation, and mitochondrial biogenesis on the one hand and by inactivating atp consuming processes such as fatty acid, cholesterol and protein synthesis.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ampk,other,,,fplx,ampk,,,cellular component biogenesis,bioprocess,,,go,go:0044085,,,positive,i,activation,,,,,,0.65,indra,"activation of ampk by falling energy status, promotes metabolic homeostasis by activating atp generating pathways such as glucose uptake, glycolysis, fatty acid uptake and oxidation, and mitochondrial biogenesis on the one hand and by inactivating atp consuming processes such as fatty acid, cholesterol and protein synthesis.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ampk,other,,,fplx,ampk,,,cell survival,bioprocess,,,mesh,d002470,,,positive,i,activation,,,,,,0.65,indra,"conversely, multiple oncogenic signals, including ras and myc, can generate metabolic stress [xref_bibr, xref_bibr] and ampk may promote cancer cell survival under these conditions.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ampk,other,,,fplx,ampk,,,cell population proliferation,bioprocess,,ctnnb1,go,go:0008283,,,negative,i,inhibition,,,,,,0.65,indra,"in cancer cells, activation of ampk can also suppress proliferation and growth through multiple mechanisms, including p53 activation, inhibition of mtorc1 pathway, or activating transcriptional responses [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ampk,other,,,fplx,ampk,,,atp,simplechemical,,,chebi,chebi:15422,,,positive,i,activation,,,,,,0.65,indra,"activation of ampk by falling energy status, promotes metabolic homeostasis by activating atp generating pathways such as glucose uptake, glycolysis, fatty acid uptake and oxidation, and mitochondrial biogenesis on the one hand and by inactivating atp consuming processes such as fatty acid, cholesterol and protein synthesis.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ampk,other,,,fplx,ampk,,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.65,indra,"moreover, ampk inhibition was found to enhance apoptosis in mll rearranged pediatric b-all cells [xref_bibr].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
akti viii,other,,,text,akti viii,,,akt2,protein,,akt2,uniprot,p31751,,,negative,i,inhibition,,,,,,0.65,indra,"akti viii, which selectively inhibits akt1 and akt2 activity, has been shown to be able to induce memory t cell formation at a concentration of 1mum [xref_bibr].",pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akti,protein,,,uniprot,p85498,,,mixture,simplechemical,,,chebi,60004,,,negative,i,inhibition,,,,,,0.65,indra,"however, more tumor reduction in the mice treated with an akti-inhibited mixture of cd4 + cd19car and cd8 + cd19 car t cells indicates the minor impact of akti-treated tregs on the overall therapeutic effects.",pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akti,protein,,,uniprot,p85498,,,cxadr,protein,,cxadr,uniprot,p78310,,,positive,i,activation,,,,,,0.86,indra,the principal aim of the study was to determine whether akti promotes the generation of car t cells with enhanced antitumor activity.,pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
akti,protein,,,uniprot,p85498,,,cxadr,protein,,cxadr,uniprot,p78310,,,negative,i,inhibition,,,,,,0.65,indra,"however, exhaustive features remain the same, indicating that akti prevents car t cell differentiation and does not induce exhaustion of car t cells.",pmc5359873,['nan'],['nan'],1,0.1,39,1,39.1
mir-26b,other,,,text,mir-26b,,,pi3k,other,,,fplx,pi3k,,,negative,i,inhibition,,,,,,0.65,indra,"xref_bibr, xref_bibr, xref_bibr our study showed that mir-26b directly targets pik3cd, the gene encoding the pi3k p110delta isoform, and inhibits t-all cell proliferation by inactivating the pi3k and akt pathway in vitro and in vivo.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
hif1,family,,,pfam,pf11413,,,hedgehog,other,,,fplx,hedgehog,,,positive,i,activation,,,,,,0.65,indra,"on the other hand, cell-extrinsic microenvironmental factors such as nutrient availability, hypoxia, chemokines, growth factors and their receptors promote tumor growth through the activation of specific signal transduction pathways including pi3k/akt/mtor signaling, amp activated protein kinase (ampk) signaling, hedgehog signaling, calcineurin and nuclear factors of activated t-cells (nfat) signaling, wnt signaling and hypoxia inducible factor (hif-1) signaling.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
his-his,simplechemical,,,chebi,chebi:74051,,,neoplasm invasiveness,bioprocess,,,mesh,d009361,,,positive,i,activation,,,,,,0.65,indra,"moreover, ectopic expression of hh ligand in jak3 (m511l) mutant mouse model of t-all induces a growth advantage, higher infiltration rates, and thymic epithelial cell activation indicating a supportive role in leukemia development.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
homo,other,,,text_norm,homo,,,rapid development lymphomas,other,,,text_norm,rapid development lymphomas,,,positive,i,activation,,,,,,0.65,indra,"in contrast , a homo - or heterozygous deletion of pd-1 allows unrestricted t cell growth after an oncogenic insult and leads to the rapid development of highly aggressive lymphomas in vivo that are readily transplantable to recipients .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
l-685,other,,,text,l-685,,,c-myc inhibitor,other,,,text,c-myc inhibitor,,,positive,i,activation,,,,,,0.65,indra,"accordingly, the combination of pi-103 with either a gamma secretase inhibitor (gsi) (such as l-685) or a c-myc inhibitor (10058-f4) enhanced the effectiveness of pi-103.",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
kitlg,protein,,kitlg,uniprot,p21583,,,xbp1,protein,,xbp1,uniprot,p17861,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
kitlg,protein,,kitlg,uniprot,p21583,,,stat5,other,,,fplx,stat5,,,positive,i,activation,,,,,,0.65,indra,"scf and il7 stimulation of pro t cells results in mutually exclusive activation of akt and stat5, respectively.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
kitlg,protein,,kitlg,uniprot,p21583,,,socs2,protein,,socs2,uniprot,o14508,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
kitlg,protein,,kitlg,uniprot,p21583,,,cish,protein,,cish,uniprot,q9nse2,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
kitlg,protein,,kitlg,uniprot,p21583,,,bcl2,protein,,bcl2,uniprot,p10415,,,positive,i,activation,,,,,,0.65,indra,"this cluster included upregulation of known stat5 target genes such as cish, bcl2, xbp1 and socs2 that were not induced by scf or dll4 (xref_supplementary).",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
kitlg,protein,,kitlg,uniprot,p21583,,,akt,other,,,fplx,akt,,,positive,i,activation,,,,,,0.65,indra,"scf and il7 stimulation of pro t cells results in mutually exclusive activation of akt and stat5, respectively.",pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
kcnj,other,,,fplx,kcnj,,,mir-26b,other,,,text,mir-26b,,,positive,i,increaseamount,,,,,,0.65,indra,"overexpression of ik1, the strongest functional isoform of ikaros, significantly induced mir-26b expression in ccrf-cem, molt4, and kopt-k1 cell lines.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
kcnj,other,,,fplx,kcnj,,,ikzf1,protein,,ikzf1,uniprot,q13422,,,positive,i,activation,,,,,,0.65,indra,"the finding that the novel isoform of ik-dn, but not ik1, is regulated after exogenous pten expression or knocking-down along with the fact that ik1 expression enhances the binding of ikaros to the mir-26b promoter region indicate that ikaros may regulate mir-26b in both a dose- and isoform dependent manner in human t-all cells.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
itk-syk kinase,other,,,text,itk-syk kinase,,,pdcd1,protein,,pdcd1,uniprot,q15116,,,positive,i,increaseamount,,,,,,0.65,indra,"in transduced primary human cd4   t cells, we also detected the itk-syk kinase-mediated upregulation of pd-1 expression (extended data fig. 4b).",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
itk-syk egfp t cells,other,,,text_norm,itk-syk egfp t cells,,,characterize phases,other,,,text_norm,characterize phases,,,positive,i,activation,,,,,,0.65,indra,"to characterize these two phases , we again induced itk-syk / egfp expression in t cells in vivo and then facs-sorted recombined cd4 + t cells for an in vitro rnaseq analysis ( fig. 1b ) .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
itk-syk egfp individual lymphocytes,other,,,text_norm,itk-syk egfp individual lymphocytes,,,rapid expansion cells,other,,,text_norm,rapid expansion cells,,,positive,i,activation,,,,,,0.65,indra,itk-syk and egfp expression in individual lymphocytes led to a rapid expansion of these cells in vivo ( fig. 1a ) .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
itk-syk,other,,,text_norm,itk-syk,,,neoplasms,bioprocess,,,mesh,d009369,,,positive,i,activation,,,,,,0.65,indra,"although the constitutively active cd4-cre transgene drives continuous itk-syk expression in millions of polyclonal t cells , the final lymphomas are typically clonal ( extended data fig. 1d ) 8. in contrast to polyclonal t cells from young itk-sykcd4-cre mice these clonal lymphoma cells transmit the disease to recipient mice ( extended data fig. 1e ) indicating that they possess genetic alterations in addition to itk-syk expression , which promote malignancy .",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,th17,other,,,text,th17,,,positive,i,activation,,,,,,0.65,indra,"we demonstrate here that inhibition of the itk protein tyrosine kinase impairs th17 differentiation while positively regulating t reg cell differentiation, both in culture and in vivo.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,tcr,other,,,fplx,tcr,,,positive,i,activation,,,,,,0.65,indra,"in contrast to other more proximal molecules, loss of itk does not prevent tcr signaling.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,pi3k,other,,,fplx,pi3k,,,positive,i,activation,,,,,,0.65,indra,the reduction in s6 phosphorylation in response to both tcr and il-2 in itk-deficient cells suggested that itk deficiency more globally prevented effective activation of pi3k- and mtor-mediated pathways.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,pi3k,other,,,fplx,pi3k,,,negative,i,inhibition,,,,,,0.65,indra,the reduction in s6 phosphorylation in response to both tcr and il-2 in itk deficient cells suggested that itk deficiency more globally prevented effective activation of pi3k- and mtor mediated pathways.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,myc,protein,,myc,uniprot,p01106,,,negative,i,inhibition,,,,,,0.65,indra,"interestingly, we have also observed that itk deficiency prevents full induction of myc and mirna 19b, which are known repressors of pten expression.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
itk,protein,,itk,uniprot,q08881,,,mirna 19b,other,,,text,mirna 19b,,,negative,i,inhibition,,,,,,0.65,indra,"interestingly, we have also observed that itk deficiency prevents full induction of myc and mirna 19b, which are known repressors of pten expression.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
lactate,simplechemical,,,chebi,chebi:24996,,,cell growth,bioprocess,,,go,go:0016049,,,positive,i,activation,,,,,,0.65,indra,/ tal1 + pro t cells might have higher lactate levels due to the increased flux of glucose into the tricarboxylic acid cycle to support cell growth.,pmc5886055,['nan'],['nan'],1,0.1,39,1,39.1
lef1,protein,,lef1,uniprot,q9uju2,,,expression,other,,,text,expression,,,negative,i,inhibition,,,,,,0.65,indra,"in fact deletions and mutations in lef1 that inactivate its expression has been found in t-all [ xref ], and more recently loss of tcf1 has been reported in a subset of pediatric t-all, the etp subgroup, in which two patients were found to have deletions of transcription factor 7 ( tcf7 ) [the gene encoding tcf1] [ xref ].",pmc5618553,['nan'],['nan'],1,0.1,39,1,39.1
ligation pd-1,other,,,text_norm,ligation pd-1,,,pi3k akt pkctheta function,other,,,text_norm,pi3k akt pkctheta function,,,negative,i,inhibition,,,,,,0.65,indra,we demonstrated above that the ligation of pd-1 enhances pten levels and attenuates pi3k / akt and pkctheta function after itk-syk signalling ( see fig. 3f ) .,pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
"lymphoma, t-cell",bioprocess,,,mesh,d016399,,,pi3k,other,,,fplx,pi3k,,,negative,i,inhibition,,,,,,0.65,indra,"the deficiency in pd-1 in t cell lymphoma promotes pi3k/akt activity, and our preclinical data suggest pi3k inhibitors as candidate drugs for the treatment of these tumours.",pmc5821214,['nan'],['nan'],1,0.1,39,1,39.1
mir-26b,other,,,text,mir-26b,,,notch,family,,,pfam,pf00066,,,negative,i,inhibition,,,,,,0.65,indra,"however, there is no consensus mir-26b binding site in the 3 ' utr of notch1 (data not shown), suggesting that mir-26b may downregulate the notch pathway indirectly.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
mir-26b,other,,,text,mir-26b,,,cell population proliferation,bioprocess,,,go,go:0008283,,,negative,i,inhibition,,,,,,0.65,indra,"xref_bibr, xref_bibr, xref_bibr our study showed that mir-26b directly targets pik3cd, the gene encoding the pi3k p110delta isoform, and inhibits t-all cell proliferation by inactivating the pi3k and akt pathway in vitro and in vivo.",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
mir-26b,other,,,text,mir-26b,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.65,indra,"indeed, the expression of mir-26b significantly increased the apoptosis of all of the three human t-all cell lines (xref_fig, p < 0.05).",pmc5986278,['nan'],['nan'],1,0.1,39,1,39.1
