Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
rgz,protein,,,uaz,uaz13401,,,proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5190119,pmc5190119",2,0.1,39,1,39.2
ros,simplechemical,,,chebi,chebi:26523,,,dna damage,bioprocess,,,mesh,d004249,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6339303,pmc6339303",2,0.1,39,1,39.2
rdm1,protein,,,uniprot,q8ng50,,,extracellular signal‐regulated kinase,protein,,,uaz,uaz08652,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6396142,pmc6396142",2,0.1,39,1,39.2
map4k4,protein,,,uniprot,o95819,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5467491,pmc5467491",2,0.1,39,1,39.2
rdm1,protein,,,uniprot,q8ng50,,,cell cycle,bioprocess,,,go,go:0007049,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6396142,pmc6396142",2,0.1,39,1,39.2
map4k4,protein,,,uniprot,o95819,,,metastasis,bioprocess,,,mesh,d009362,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5467491,pmc5467491",2,0.1,39,1,39.2
irinotecan,simplechemical,,,pubchem,60838,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5729429,pmc5729429",2,0.1,39,1,39.2
rdm1,protein,,,uniprot,q8ng50,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc6396142,pmc6396142",2,0.1,39,1,39.2
map4k4,protein,,,uniprot,o95819,,,cell proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5467491,pmc5467491",2,0.1,39,1,39.2
map4k4,protein,,,uniprot,o95819,,,erk1/2,family,,,be,erk,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5467491,pmc5467491",2,0.1,39,1,39.2
map4k4,protein,,,uniprot,o95819,,,inflammation,bioprocess,,,go,go:0006954,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5467491,pmc5467491",2,0.1,39,1,39.2
map4k4,protein,,,uniprot,o95819,,,fig,protein,,,uniprot,q9hd26,,,negative,i,,,,,,,"nan,nan","nan,nan","nan,nan","pmc5467491,pmc5467491",2,0.1,39,1,39.2
tgf-β1,protein,,,uaz,uaz02902,,,smad ras,family,,,uaz,uaz12723,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
proteasome,protein,,,be,proteasome,,,ksr,protein,,,uniprot,q8ivt5,,,positive,i,,,,,,,nan,nan,nan,pmc4020307,1,0.1,39,1,39.1
u0126,simplechemical,,,pubchem,3006531,,,cell growth,bioprocess,,,go,go:0016049,,,negative,i,,,,,,,nan,nan,nan,pmc6396142,1,0.1,39,1,39.1
u0126,simplechemical,,,pubchem,3006531,,,cd24a,protein,,,uniprot,p25063,,,negative,i,,,,,,,nan,nan,nan,pmc4535867,1,0.1,39,1,39.1
u0126,simplechemical,,,pubchem,3006531,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
ppar,protein,,,uniprot,q07869,,,senescence,bioprocess,,,mesh,d000375,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
tnf-α,protein,,,uaz,uaz00284,,,dcs,simplechemical,,,pubchem,6234,,,negative,i,,,,,,,nan,nan,nan,pmc3809567,1,0.1,39,1,39.1
ppar,protein,,,uniprot,q07869,,,α,simplechemical,,,uaz,uaz00180,,,positive,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
tlr4,protein,,,uniprot,o00206,,,adhesion,bioprocess,,,go,go:0007155,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
tlr4,protein,,,uniprot,o00206,,,metastasis,bioprocess,,,mesh,d009362,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
ral,protein,,,uniprot,p11233,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,0.1,39,1,39.1
u0126,simplechemical,,,pubchem,3006531,,,gbp2b,protein,,,uniprot,p32455,,,negative,i,,,,,,,nan,nan,nan,pmc4535867,1,0.1,39,1,39.1
tlr4,protein,,,uniprot,o00206,,,death,family,,,pfam,pf00531,,,positive,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
u0126,simplechemical,,,pubchem,3006531,,,gbp-1,protein,,,uniprot,p32455,,,negative,i,,,,,,,nan,nan,nan,pmc4535867,1,0.1,39,1,39.1
rxr,family,,,be,rxr,,,p-jnk,protein,,,uniprot,p92208,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
u0126,simplechemical,,,pubchem,3006531,,,irf7,protein,,,uniprot,q92985,,,negative,i,,,,,,,nan,nan,nan,pmc4535867,1,0.1,39,1,39.1
u0126,simplechemical,,,pubchem,3006531,,,nb,family,,,pfam,pf04159,,,negative,i,,,,,,,nan,nan,nan,pmc6396142,1,0.1,39,1,39.1
α,simplechemical,,,uaz,uaz00180,,,proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
ras inhibitors,simplechemical,,,uaz,uaz09282,,,pet,family,,,pfam,pf06297,,,positive,i,,,,,,,nan,nan,nan,pmc6194127,1,0.1,39,1,39.1
ppar,protein,,,uniprot,q07869,,,p-erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
α,simplechemical,,,uaz,uaz00180,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
ras-erk1/2,protein,,,uaz,uaz08051,,,lid onset,protein,,,uaz,uaz13178,,,negative,i,,,,,,,nan,nan,nan,pmc6194127,1,0.1,39,1,39.1
zt-12-037-01,protein,,,uaz,uaz13277,,,cell proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc6472057,1,0.1,39,1,39.1
zt-12-037-01,protein,,,uaz,uaz13277,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc6472057,1,0.1,39,1,39.1
ras-erk1/2,protein,,,uaz,uaz08051,,,lid symptoms,protein,,,uaz,uaz13179,,,negative,i,,,,,,,nan,nan,nan,pmc6194127,1,0.1,39,1,39.1
rasip1,protein,,,uniprot,q5u651,,,mapk-luciferase reporter,protein,,,uaz,uaz12575,,,negative,i,,,,,,,nan,nan,nan,pmc3498325,1,0.1,39,1,39.1
ppar,protein,,,uniprot,q07869,,,p-jnk,protein,,,uniprot,p92208,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
rdm1,protein,,,uniprot,q8ng50,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc6396142,1,0.1,39,1,39.1
rdm1,protein,,,uniprot,q8ng50,,,cell cycle,bioprocess,,,go,go:0007049,,,negative,i,,,,,,,nan,nan,nan,pmc6396142,1,0.1,39,1,39.1
ppar,protein,,,uniprot,q07869,,,p-p38,protein,,,uniprot,p68347,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
ralgds,protein,,,uniprot,q12967,,,ral,protein,,,uniprot,p11233,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,0.1,39,1,39.1
rdm1,protein,,,uniprot,q8ng50,,,cell proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc6396142,1,0.1,39,1,39.1
ucb‐mncs,protein,,,uaz,uaz13046,,,cd34,protein,,,uniprot,p28906,,,positive,i,,,,,,,nan,nan,nan,pmc5824365,1,0.1,39,1,39.1
u0126,simplechemical,,,pubchem,3006531,,,α,simplechemical,,,uaz,uaz00180,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
rdm1,protein,,,uniprot,q8ng50,,,nb,family,,,pfam,pf04159,,,positive,i,,,,,,,nan,nan,nan,pmc6396142,1,0.1,39,1,39.1
ral,protein,,,uniprot,p11233,,,angiogenesis,bioprocess,,,go,go:0001525,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,0.1,39,1,39.1
u0126,simplechemical,,,pubchem,3006531,,,pycard,protein,,,uniprot,q9ulz3,,,negative,i,,,,,,,nan,nan,nan,pmc4535867,1,0.1,39,1,39.1
tgf- β 1,protein,,,uaz,uaz02902,,,emt,protein,,,uniprot,o75751,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
tgf-β1,protein,,,uaz,uaz02902,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
ptprs,protein,,,uniprot,q13332,,,localization,bioprocess,,,go,go:0051179,,,positive,i,,,,,,,nan,nan,nan,pmc6006154,1,0.1,39,1,39.1
sirt1,protein,,,uniprot,q96eb6,,,ras/erk1/2,protein,,,uaz,uaz08051,,,negative,i,,,,,,,nan,nan,nan,pmc5372348,1,0.1,39,1,39.1
sirt1,protein,,,uniprot,q96eb6,,,injury,bioprocess,,,go,go:0090303,,,positive,i,,,,,,,nan,nan,nan,pmc5372348,1,0.1,39,1,39.1
signalling pathway,bioprocess,,,go,go:0007165,,,differentiation,bioprocess,,,go,go:0030154,,,positive,i,,,,,,,nan,nan,nan,pmc5824365,1,0.1,39,1,39.1
siah,protein,,,uaz,uaz13439,,,fig,protein,,,uniprot,q9hd26,,,positive,i,,,,,,,nan,nan,nan,pmc5049993,1,0.1,39,1,39.1
sfl1,protein,,,uniprot,p20134,,,flo11,family,,,pfam,pf10182,,,positive,i,,,,,,,nan,nan,nan,pmc4618523,1,0.1,39,1,39.1
selumetinib,simplechemical,,,pubchem,10127622,,,gnaq,protein,,,uniprot,p50148,,,negative,i,,,,,,,nan,nan,nan,pmc4179759,1,0.1,39,1,39.1
ros,simplechemical,,,chebi,chebi:26523,,,ptps,protein,,,uniprot,q03393,,,positive,i,,,,,,,nan,nan,nan,pmc5636874,1,0.1,39,1,39.1
ptprs,protein,,,uniprot,q13332,,,erk1/2,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc6006154,1,0.1,39,1,39.1
ptprs,protein,,,uniprot,q13332,,,p-akt,family,,,be,akt,,,positive,i,,,,,,,nan,nan,nan,pmc6006154,1,0.1,39,1,39.1
smad2/3,family,,,be,smad2_3,,,emt,protein,,,uniprot,o75751,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
ptprs,protein,,,uniprot,q13332,,,p-erk,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc6006154,1,0.1,39,1,39.1
scf,protein,,,uniprot,p21583,,,cell cycle,bioprocess,,,go,go:0007049,,,negative,i,,,,,,,nan,nan,nan,pmc5958651,1,0.1,39,1,39.1
sa,simplechemical,,,pubchem,7009579,,,parp,family,,,be,parp,,,negative,i,,,,,,,nan,nan,nan,pmc4783893,1,0.1,39,1,39.1
ptprs,protein,,,uniprot,q13332,,,p-mek,family,,,be,mek,,,negative,i,,,,,,,nan,nan,nan,pmc6006154,1,0.1,39,1,39.1
ptprs,protein,,,uniprot,q13332,,,phosphatase,family,,,pfam,pf15698,,,positive,i,,,,,,,nan,nan,nan,pmc6006154,1,0.1,39,1,39.1
sa,simplechemical,,,pubchem,7009579,,,cell death,bioprocess,,,go,go:0008219,,,negative,i,,,,,,,nan,nan,nan,pmc4783893,1,0.1,39,1,39.1
sa,simplechemical,,,pubchem,7009579,,,caspases,family,,,be,caspase,,,negative,i,,,,,,,nan,nan,nan,pmc4783893,1,0.1,39,1,39.1
rxr,family,,,be,rxr,,,p-erk,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
ros,simplechemical,,,chebi,chebi:26523,,,page4,protein,,,uniprot,o60829,,,negative,i,,,,,,,nan,nan,nan,pmc6339303,1,0.1,39,1,39.1
smad2/3,family,,,be,smad2_3,,,tgf-β1,protein,,,uaz,uaz02902,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
ptc,protein,,,uniprot,p00740,,,dusp5,protein,,,uniprot,q16690,,,negative,i,,,,,,,nan,nan,nan,pmc5599027,1,0.1,39,1,39.1
src,family,,,be,src,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,nan,nan,nan,pmc5833015,1,0.1,39,1,39.1
rxr,family,,,be,rxr,,,α,simplechemical,,,uaz,uaz00180,,,positive,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
ptc,protein,,,uniprot,p00740,,,dusp6,protein,,,uniprot,q16828,,,negative,i,,,,,,,nan,nan,nan,pmc5599027,1,0.1,39,1,39.1
rerg,protein,,,uniprot,q96a58,,,mir-382-5p,protein,,,uaz,uaz12803,,,positive,i,,,,,,,nan,nan,nan,pmc5410235,1,0.1,39,1,39.1
tf-np-mir-181a,protein,,,uaz,uaz13419,,,proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc5312311,1,0.1,39,1,39.1
tf-np-mir-181a,protein,,,uaz,uaz13419,,,p-mek,family,,,be,mek,,,positive,i,,,,,,,nan,nan,nan,pmc5312311,1,0.1,39,1,39.1
ptpn1,protein,,,uniprot,p18031,,,jnk mapk,family,,,be,jnk,,,positive,i,,,,,,,nan,nan,nan,pmc5636874,1,0.1,39,1,39.1
testosterone,simplechemical,,,pubchem,6013,,,aromatase,protein,,,uniprot,p11511,,,negative,i,,,,,,,nan,nan,nan,pmc5958651,1,0.1,39,1,39.1
stearic acid,simplechemical,,,pubchem,5281,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc4783893,1,0.1,39,1,39.1
sprouty,family,,,pfam,pf05210,,,emt,protein,,,uniprot,o75751,,,positive,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
rgz,protein,,,uaz,uaz13401,,,tlr4,protein,,,uniprot,o00206,,,positive,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
sos,family,,,be,sos,,,gtpase,protein,,,uaz,uaz09284,,,negative,i,,,,,,,nan,nan,nan,pmc6356706,1,0.1,39,1,39.1
sodium,simplechemical,,,pubchem,923,,,eras,protein,,,uniprot,q7z444,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
sodium,simplechemical,,,pubchem,923,,,cellular senescence,bioprocess,,,mesh,d000375,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
result,simplechemical,,,pubchem,4594,,,senescence,bioprocess,,,mesh,d000375,,,negative,i,,,,,,,nan,nan,nan,pmc4846800,1,0.1,39,1,39.1
raf-mek-erk,protein,,,uaz,uaz00085,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,0.1,39,1,39.1
ras inhibitors,simplechemical,,,uaz,uaz09282,,,nf1,protein,,,uniprot,p21359,,,positive,i,,,,,,,nan,nan,nan,pmc6194127,1,0.1,39,1,39.1
raf-mek-erk,protein,,,uaz,uaz00085,,,angiogenesis,bioprocess,,,go,go:0001525,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,0.1,39,1,39.1
rgz,protein,,,uaz,uaz13401,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
rxr,family,,,be,rxr,,,p-p38,protein,,,uniprot,p68347,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
acid,simplechemical,,,pubchem,444212,,,ptprs,protein,,,uniprot,q13332,,,positive,i,,,,,,,nan,nan,nan,pmc6006154,1,0.1,39,1,39.1
ppar,protein,,,uniprot,q07869,,,erk mapk,family,,,uaz,uaz09130,,,positive,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
emt,protein,,,uniprot,o75751,,,tgf- β 1,protein,,,uaz,uaz02902,,,positive,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
gfap,protein,,,uniprot,p14136,,,il-1,family,,,pfam,pf00340,,,negative,i,,,,,,,nan,nan,nan,pmc5372348,1,0.1,39,1,39.1
genomic instability,bioprocess,,,mesh,d042822,,,senescence,bioprocess,,,mesh,d000375,,,negative,i,,,,,,,nan,nan,nan,pmc4494777,1,0.1,39,1,39.1
gef,protein,,,uniprot,q9nr83,,,n-ras,protein,,,uniprot,p01111,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
gef,protein,,,uniprot,q9nr83,,,"h-, k-,",protein,,,uaz,uaz12609,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
gc1q ligand,protein,,,uaz,uaz12886,,,α,simplechemical,,,uaz,uaz00180,,,negative,i,,,,,,,nan,nan,nan,pmc5432316,1,0.1,39,1,39.1
gc1q domain,protein,,,uaz,uaz12880,,,α,simplechemical,,,uaz,uaz00180,,,negative,i,,,,,,,nan,nan,nan,pmc5432316,1,0.1,39,1,39.1
gc1q domain,protein,,,uaz,uaz12880,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5432316,1,0.1,39,1,39.1
gaps,protein,,,uaz,uaz12670,,,gtpase,protein,,,uaz,uaz09284,,,negative,i,,,,,,,nan,nan,nan,pmc5467702,1,0.1,39,1,39.1
flo8,protein,,,uniprot,a6zr64,,,xv-1 loci,protein,,,uaz,uaz13207,,,negative,i,,,,,,,nan,nan,nan,pmc4618523,1,0.1,39,1,39.1
flo8,protein,,,uniprot,a6zr64,,,xiii,protein,,,uaz,uaz13209,,,negative,i,,,,,,,nan,nan,nan,pmc4618523,1,0.1,39,1,39.1
fig,protein,,,uniprot,q9hd26,,,α,simplechemical,,,uaz,uaz00180,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
fibroblast growth factor 2,protein,,,uniprot,p09038,,,emt,protein,,,uniprot,o75751,,,negative,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
fas,protein,,,uniprot,p25445,,,erk1/2,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc4783893,1,0.1,39,1,39.1
extracellular signal-regulated kinase,family,,,be,erk,,,step,protein,,,uniprot,p54829,,,negative,i,,,,,,,nan,nan,nan,pmc6356706,1,0.1,39,1,39.1
erki,protein,,,uaz,uaz12842,,,proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc5127645,1,0.1,39,1,39.1
erk5,protein,,,uniprot,q13164,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
erk1/2,family,,,be,erk,,,nras,protein,,,uniprot,p01111,,,positive,i,,,,,,,nan,nan,nan,pmc4179759,1,0.1,39,1,39.1
erk1/2,family,,,be,erk,,,cell survival,bioprocess,,,mesh,d002470,,,negative,i,,,,,,,nan,nan,nan,pmc6339303,1,0.1,39,1,39.1
erk inhibitor,simplechemical,,,uaz,uaz00224,,,autophagy,bioprocess,,,go,go:0006914,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
eras,protein,,,uniprot,q7z444,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
eras,protein,,,uniprot,q7z444,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
endocytosis,bioprocess,,,go,go:0006897,,,dynamin,family,,,be,dnm,,,positive,i,,,,,,,nan,nan,nan,pmc4020307,1,0.1,39,1,39.1
endocytosis,bioprocess,,,go,go:0006897,,,dynamin,family,,,be,dnm,,,negative,i,,,,,,,nan,nan,nan,pmc4020307,1,0.1,39,1,39.1
gsk525762,protein,,,uaz,uaz13465,,,erk1/2,family,,,be,erk,,,positive,i,,,,,,,nan,nan,nan,pmc5908790,1,0.1,39,1,39.1
gw9662,protein,,,uaz,uaz13402,,,proliferation,bioprocess,,,go,go:0008283,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
h-rasv12,protein,,,uaz,uaz12591,,,mek-erk,protein,,,uaz,uaz06367,,,positive,i,,,,,,,nan,nan,nan,pmc3843736,1,0.1,39,1,39.1
il-1β,protein,,,uaz,uaz00382,,,sirt1,protein,,,uniprot,q96eb6,,,positive,i,,,,,,,nan,nan,nan,pmc5372348,1,0.1,39,1,39.1
jip1,protein,,,uniprot,q9uqf2,,,signal transduction,bioprocess,,,go,go:0007165,,,negative,i,,,,,,,nan,nan,nan,pmc5636874,1,0.1,39,1,39.1
iraδ2933,protein,,,uaz,uaz13211,,,sfl1,protein,,,uniprot,p20134,,,positive,i,,,,,,,nan,nan,nan,pmc4618523,1,0.1,39,1,39.1
ira2δ2933,protein,,,uaz,uaz13202,,,xv-1 loci,protein,,,uaz,uaz13207,,,negative,i,,,,,,,nan,nan,nan,pmc4618523,1,0.1,39,1,39.1
ira2δ2933,protein,,,uaz,uaz13202,,,xiii,protein,,,uaz,uaz13209,,,negative,i,,,,,,,nan,nan,nan,pmc4618523,1,0.1,39,1,39.1
post nst,protein,,,uaz,uaz13445,,,fig,protein,,,uniprot,q9hd26,,,positive,i,,,,,,,nan,nan,nan,pmc5049993,1,0.1,39,1,39.1
interleukin-1β,gene,,,uaz,uaz00388,,,"mitogen-activated protein
kinase",family,,,uaz,uaz13146,,,positive,i,,,,,,,nan,nan,nan,pmc6113736,1,0.1,39,1,39.1
injury,bioprocess,,,go,go:0090303,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc5372348,1,0.1,39,1,39.1
inflammatory response,bioprocess,,,go,go:0006954,,,lps,simplechemical,,,pubchem,53481793,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
inflammatory response,bioprocess,,,go,go:0006954,,,angiotensinii,protein,,,uniprot,p01019,,,negative,i,,,,,,,nan,nan,nan,pmc5190119,1,0.1,39,1,39.1
inflammation,bioprocess,,,go,go:0006954,,,injury,bioprocess,,,go,go:0090303,,,negative,i,,,,,,,nan,nan,nan,pmc6113736,1,0.1,39,1,39.1
il-1β,protein,,,uaz,uaz00382,,,injury,bioprocess,,,go,go:0090303,,,negative,i,,,,,,,nan,nan,nan,pmc5372348,1,0.1,39,1,39.1
h-rasv12/40c,protein,,,uaz,uaz12603,,,pi3k-akt,family,,,be,akt,,,negative,i,,,,,,,nan,nan,nan,pmc3843736,1,0.1,39,1,39.1
il-12,family,,,be,il12,,,dcs,simplechemical,,,pubchem,6234,,,negative,i,,,,,,,nan,nan,nan,pmc3809567,1,0.1,39,1,39.1
il-1,family,,,pfam,pf00340,,,injury,bioprocess,,,go,go:0090303,,,negative,i,,,,,,,nan,nan,nan,pmc5372348,1,0.1,39,1,39.1
hrasgtp,protein,,,uaz,uaz12879,,,perk1/2,protein,,,uniprot,q9zue0,,,negative,i,,,,,,,nan,nan,nan,pmc5432316,1,0.1,39,1,39.1
hrasgtp,protein,,,uaz,uaz12879,,,cell proliferation,bioprocess,,,go,go:0008283,,,positive,i,,,,,,,nan,nan,nan,pmc5432316,1,0.1,39,1,39.1
histone deacetylase inhibitors,simplechemical,,,uaz,uaz12014,,,mitf,protein,,,uniprot,o75030,,,negative,i,,,,,,,nan,nan,nan,pmc4179759,1,0.1,39,1,39.1
hdac inhibitors,simplechemical,,,uaz,uaz03116,,,cellular senescence,bioprocess,,,mesh,d000375,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
hdac inhibitors,simplechemical,,,uaz,uaz03116,,,apoptosis,bioprocess,,,go,go:0006915,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
hdac inhibitor,simplechemical,,,uaz,uaz03103,,,eras,protein,,,uniprot,q7z444,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
hdac inhibitor,simplechemical,,,uaz,uaz03103,,,cellular senescence,bioprocess,,,mesh,d000375,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
hcpt,protein,,,uaz,uaz13083,,,apoptosis,bioprocess,,,go,go:0006915,,,negative,i,,,,,,,nan,nan,nan,pmc5729429,1,0.1,39,1,39.1
emt,protein,,,uniprot,o75751,,,tgf-β1,protein,,,uaz,uaz02902,,,positive,i,,,,,,,nan,nan,nan,pmc4440819,1,0.1,39,1,39.1
emilin1,protein,,,uniprot,q9y6c2,,,cell growth,bioprocess,,,go,go:0016049,,,positive,i,,,,,,,nan,nan,nan,pmc5432316,1,0.1,39,1,39.1
ko,simplechemical,,,pubchem,25113109,,,erk1/2,family,,,be,erk,,,negative,i,,,,,,,nan,nan,nan,pmc6006154,1,0.1,39,1,39.1
egfr-mek-erk,protein,,,uaz,uaz12846,,,cell death,bioprocess,,,go,go:0008219,,,positive,i,,,,,,,nan,nan,nan,pmc5127645,1,0.1,39,1,39.1
cas9,protein,,,uniprot,j3f2b0,,,bp,simplechemical,,,pubchem,2336,,,positive,i,,,,,,,nan,nan,nan,pmc5127645,1,0.1,39,1,39.1
camp,protein,,,uniprot,p49913,,,differentiation,bioprocess,,,go,go:0030154,,,negative,i,,,,,,,nan,nan,nan,pmc4846800,1,0.1,39,1,39.1
c/ebpα,protein,,,uaz,uaz13428,,,transcription,bioprocess,,,go,go:0006351,,,negative,i,,,,,,,nan,nan,nan,pmc5312311,1,0.1,39,1,39.1
c-src,protein,,,uaz,uaz09887,,,src,family,,,be,src,,,positive,i,,,,,,,nan,nan,nan,pmc5833015,1,0.1,39,1,39.1
butyrate,simplechemical,,,pubchem,264,,,eras,protein,,,uniprot,q7z444,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
butyrate,simplechemical,,,pubchem,264,,,cellular senescence,bioprocess,,,mesh,d000375,,,positive,i,,,,,,,nan,nan,nan,pmc5723691,1,0.1,39,1,39.1
braf inhibitors,simplechemical,,,uaz,uaz00044,,,braf-craf dimers,protein,,,uaz,uaz13315,,,positive,i,,,,,,,nan,nan,nan,pmc6472057,1,0.1,39,1,39.1
braf inhibitor,simplechemical,,,uaz,uaz00036,,,receptor,protein,,,uaz,uaz00331,,,negative,i,,,,,,,nan,nan,nan,pmc6395334,1,0.1,39,1,39.1
bet inhibitors,simplechemical,,,uaz,uaz13466,,,bet,protein,,,uniprot,q8nft8,,,negative,i,,,,,,,nan,nan,nan,pmc5908790,1,0.1,39,1,39.1
bet,protein,,,uniprot,q8nft8,,,impact,protein,,,uniprot,q9p2x3,,,positive,i,,,,,,,nan,nan,nan,pmc5908790,1,0.1,39,1,39.1
