Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Database Source,Database ID,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
bcl2l11,protein,,bcl2l11,uniprot,o43521,,,death,bioprocess,,,mesh,d003643,,,positive,i,activation,,,,,,0.65,indra,"for example, bim and bcl2l11 overexpression is sufficient to induce massive t cell death [xref_bibr].",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
pak1,protein,,pak1,uniprot,q13153,,,erk,bioprocess,,,mesh,d020928,,,positive,i,activation,,,,,,0.65,indra,"however, our results emphasize that pi3k and mtor inhibition increases pak1 mediated bim upregulation (via foxo3 and bim phosphorylation by jnk) as well as pak1 mediated erk activation.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,foxo3,other,,foxo3,up,o43524,,,positive,i,phosphorylation,,,,,,0.923,indra,nan,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,mtor,other,,mtor,up,p42345,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,klf2,protein,,klf2,uniprot,q9y5w3,,,negative,i,decreaseamount,,,,,,0.65,indra,we obtained genetic and pharmacological evidence that deregulated akt activation in tbk1-tko t cells contributed to the reduced expression of klf2 and s1pr1 and attenuated migration of t cells to the cns.,pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,ifng,protein,,ifng,uniprot,p01579,,,positive,i,activation,,,,,,0.65,indra,"ot-1 cells transduced with akt produced ifn-gamma and increased the percentage of proliferative cells on exposure to b16-ova, indicating the specific activation of t cells by tumor.",pmc4550078,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,hexadecane,simplechemical,,,chebi,chebi:45296,,,positive,i,activation,,,,,,0.65,indra,"interestingly, ablation of one allele of akt, which reduced the level of akt and p-akt in tbk1-tko t cells (xref_fig), largely restored the sensitivity of the tbk1-tko mice to eae induction (xref_fig) as well as the cns migration of the tbk1-tko t cells (xref_fig).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,gsk,protein,,,uniprot,p0aew6,,,negative,i,inhibition,,,,,,0.65,indra,"in addition, it has also been shown that akt-dependent gsk inhibition regulates activation induced cell death (aicd) of t cells [ xref ].",pmc4550078,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,growth,other,,,text,growth,,,negative,i,inhibition,,,,,,0.65,indra,"what’s more, adoptive transfer of ot-1 cells over-expressing akt inhibited b16-ova tumor growth and prolonged mouse survival.",pmc4550078,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,foxo3,protein,,foxo3,uniprot,o43524,,,negative,i,inhibition,,,,,,0.8775000000000001,indra,"importantly, pi3k and autophagy pathways are tightly related, as mtorc1 suppress autophagy by inhibiting ulk1, and the transcription factor foxo3, which is inhibited by active akt, regulates a number of autophagy-related genes, including lc3 , gabarapl1 , bnip3 , pik3c3 , and ulk1 [ xref , xref , xref ].",pmc4496363,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,foxo1,protein,,foxo1,uniprot,q12778,,,negative,i,inhibition,,,,,,0.923,indra,"the expression of klf2 is known to be mediated by foxo1, a transcription factor that is negatively regulated by akt xref_bibr.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,myc,protein,,myc,uniprot,p01106,,,positive,i,increaseamount,,,,,,0.65,indra,"also, inhibition of pi3k and akt with either pten re-expression or pi3k inhibition significantly downregulated myc expression, suggesting that pten loss leads to the upregulation of myc through the constitutive activation of pi3k and akt in dlbcl [xref_bibr].",pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,foxo1,other,,foxo1,up,q12778,,,positive,i,phosphorylation,,,,,,0.8775000000000001,indra,nan,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,degradation,other,,,text,degradation,,,negative,i,inhibition,,,,,,0.65,indra,"mutation of threonine-195, or the activation-loop phosphorylation site threonine-308, of akt only weakly inhibited tbk1-stimulated degradation ( xref ).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cytokine production,bioprocess,,,go,go:0001816,,,positive,i,activation,,,,,,0.923,indra,"in this study, we show that akt activity of t cells is down-regulated in tumor environment, and transducing akt increases the proliferation, cytokine production, and anti-tumor effects of tumor specific t cells.",pmc4550078,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,ctrl,protein,,ctrl,uniprot,p40313,,,negative,i,inhibition,,,,,,0.65,indra,"overall, the introduction of akt * led to a substantial number of changes in the overall profile of tcr/il-2/tgf-beta-activated cells : at an arbitrary fold change threshold of 1.5, 610 and 1,381 probes were up- and down-regulated by akt *, respectively, far more than in the randomized ctrl dataset (xref_fig).",pmc2275380,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,chek1,protein,,chek1,uniprot,o14757,,,positive,i,activation,,,,,,0.65,indra,"in the context of dna damage, loss of pten enables cells to bypass the normal g2/m checkpoint enforced by chk1 as a result of akt mediated chk1 sequestration in the cytoplasm.",pmc3375464,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.94757,indra,"we show that akt activity of t cells in the tumor environment was inhibited, and over-expressing akt in ot-1 cells increased the cytokine production and cell proliferation in the presence of b16-ova tumor cells.",pmc4550078,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cd62l,other,,,text,cd62l,,,negative,i,decreaseamount,,,,,,0.65,indra,"as shown in additional file 2 : figure s2, akt over-expression did n't down-regulate the level of cd62l.",pmc4550078,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,mtorc2,bioprocess,,,mesh,d000076225,,,negative,i,inhibition,,,,,,0.9804,indra,subsequent activation of pten by mek1 then inhibits akt in concert with the negative feedback provided by indirect akt inhibition of mtorc2 ( xref ).,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,pi3k,other,,,fplx,pi3k,,,positive,i,activation,,,,,,0.65,indra,"in contrast, all abc-dlbcl cell lines had pi3k and akt activation regardless of pten status, which suggests that the activation of pi3k and akt in gcb-dlbcl results from pten deficiency.",pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
bcl2l11,protein,,bcl2l11,uniprot,o43521,,,cell death,bioprocess,,,go,go:0008219,,,positive,i,activation,,,,,,0.65,indra,bim induced cell death culminates with caspase 9 and subsequent caspase 3 activation.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
anti-cd3 mab,other,,,text,anti-cd3 mab,,,cell differentiation,bioprocess,,,go,go:0030154,,,positive,i,activation,,,,,,0.65,indra,"to test this prediction, we performed t cell activation assays with low and high doses of anti-cd3 mab, which drive treg and th differentiation respectively (xref_supplementary).",pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
bcl2l11,protein,,bcl2l11,uniprot,o43521,,,cd4,protein,,cd4,uniprot,p01730,,,positive,i,activation,,,,,,0.65,indra,"in line with decreased foxo3 levels, bim levels were low in lat-ki t cells and decreased more with age, supporting a role for foxo3 in bim and bcl2l11 synthesis in lat-ki cd4 + t cells.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
bcl2l11,protein,,bcl2l11,uniprot,o43521,,,casp9,protein,,casp9,uniprot,p55211,,,negative,i,inhibition,,,,,,0.65,indra,"knockdown of bim prevented caspase 9 activation, as expected.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
bcl2l11,protein,,bcl2l11,uniprot,o43521,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.9499940951,indra,"therefore, we can conclude that the pak1 and jnk pathway, and not the pak1 and erk pathway, is involved with induction of bim mediated apoptosis downstream from mtor signaling in t cells.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
bcl2l11,protein,,bcl2l11,uniprot,o43521,,,apoptotic process,bioprocess,,,go,go:0006915,,,negative,i,inhibition,,,,,,0.65,indra,we propose that mir-155 deletion in lat-ki mice causes a decrease in lymphoproliferative disease based on this increased bim mediated apoptosis.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
bcl2,protein,,bcl2,uniprot,p10415,,,cd3,other,,,fplx,cd3,,,positive,i,activation,,,,,,0.65,indra,"analysis of bcl-2 expression in cd5-deltack2bd newborn mice showed that under basal conditions the absence of cd5-ck2 resulted in decreased bcl-2 levels, while after cd3 stimulation bcl-2 is enhanced to the levels of wt mice suggesting that under steady state conditions this anti-apoptotic molecule may promote ck2 dependent thymocyte survival, while under aicd conditions other pro- or anti-apoptotic molecules may be involved.",pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
bcl2,protein,,bcl2,uniprot,p10415,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.65,indra,bim is a pro apoptotic bh3-only bcl2 family member that induces apoptosis via the mitochondria.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
ap1,bioprocess,,,mesh,d018808,,,cd69,protein,,cd69,uniprot,q07108,,,positive,i,increaseamount,,,,,,0.65,indra,cd69 expression is upregulated by ap-1 a nuclear downstream target of erk [xref_bibr].,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
anti-cd3,other,,,text,anti-cd3,,,rps6,other,,rps6,up,p62753,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,s1pr1,protein,,s1pr1,uniprot,p21453,,,negative,i,decreaseamount,,,,,,0.65,indra,we obtained genetic and pharmacological evidence that deregulated akt activation in tbk1-tko t cells contributed to the reduced expression of klf2 and s1pr1 and attenuated migration of t cells to the cns.,pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
anti-cd3,other,,,text,anti-cd3,,,akt,other,,,fplx,akt,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
amlexanox,simplechemical,,,chebi,chebi:31205,,,eae relapse,other,,,text,eae relapse,,,negative,i,inhibition,,,,,,0.65,indra,"importantly, the amlexanox treatment greatly inhibited the eae relapse (xref_fig).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
amlexanox,simplechemical,,,chebi,chebi:31205,,,eae disease,other,,,text,eae disease,,,negative,i,inhibition,,,,,,0.65,indra,"the amlexanox treatment drastically delayed the onset, and reduced the severity, of the eae disease (xref_fig), which was associated with a profound reduction in the number of cd4 + and cd8 + t cells in the cns of the eae induced mice (xref_fig).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,tlr1,protein,,tlr1,uniprot,q15399,,,negative,i,inhibition,,,,,,0.65,indra,the recent report by crompton et al. found that inhibition of akt enabled til a memory t cell signature with enhanced anti-tumor effect [xref_bibr].,pmc4550078,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,tgfb,bioprocess,,,mesh,d016212,,,negative,i,inhibition,,,,,,0.65,indra,"thus, akt * did not elicit a wholesale block of tgf-beta signaling nor did it solely shut down foxp3, but rather, it targeted a specific subset of genes, one of which was foxp3.",pmc2275380,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,tconv,other,,,text,tconv,,,negative,i,inhibition,,,,,,0.65,indra,expression of active akt at a stage before foxp3 turn on during normal t reg differentiation in the thymus selectively impaired differentiation of cd4 (+) foxp3 (+) cells without any alteration in the positive selection of tconv.,pmc2275380,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,tbk1,protein,,tbk1,uniprot,q9uhd2,,,positive,i,activation,,,,,,0.65,indra,"collectively, these data indicate that the aberrant akt activation in tbk1 deficient t cells contributes to their attenuated cns migration and induction of eae.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
erk,bioprocess,,,mesh,d020928,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,we propose that pak1 and jnk pathway mediated apoptosis contributes more to the effect on lymphoproliferative disease than pak1 and erk mediated proliferation in dm t cells.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
fas,protein,,fas,uniprot,p25445,,,cell death,bioprocess,,,go,go:0008219,,,positive,i,activation,,,,,,0.65,indra,"the increased apoptosis observed for myr-akt transduced t cells is contradictory to the well known pro survival role of akt, however, it was reported that akt regulates fas mediated cell death through transcriptional activation of fas receptor [xref_bibr].",pmc4550078,['nan'],['nan'],1,0.1,39,1,39.1
faslg,protein,,faslg,uniprot,p48023,,,fas,protein,,fas,uniprot,p25445,,,positive,i,activation,,,,,,0.65,indra,the extrinsic pathway involves activation of fas by fasl and culminates with caspase 8 and subsequent caspase 3 activation.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mir155,gene,,mir155,hgnc,31542,,,bsk,protein,,,uniprot,p92208,,,negative,i,inhibition,,,,,,0.65,indra,"however, phospho-jnk levels were increased by mir-155 deletion in both backgrounds (xref_fig).",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mtor,other,,mtor,up,p42345,,,rps6ka2,other,,rps6ka2,up,q15349,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
mtor,other,,mtor,up,p42345,,,ribosomal protein s6 kinase,other,,,ip,ipr016238,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
mtor,other,,mtor,up,p42345,,,erk,other,,,fplx,erk,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mir155,gene,,mir155,hgnc,31542,,,pak1,protein,,pak1,uniprot,q13153,,,positive,i,increaseamount,,,,,,0.65,indra,phospho-pak1 levels were enhanced by mir-155 deficiency in both wt and lat-ki backgrounds.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mir155,gene,,mir155,hgnc,31542,,,inpp5d,protein,,inpp5d,uniprot,q92835,,,negative,i,decreaseamount,,,,,,0.65,indra,"therefore, deletion of mir-155 would be predicted to sequentially increase ship-1 levels, decrease akt and pdk1 activity, and increase nuclear foxo3 activity, leading to more bim mediated apoptosis.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mir155,gene,,mir155,hgnc,31542,,,foxo3,protein,,foxo3,uniprot,o43524,,,negative,i,inhibition,,,,,,0.65,indra,deletion of mir-155 in the lat ki background restored foxo3 to wild-type levels and bim to greater than wild-type levels.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mir155,gene,,mir155,hgnc,31542,,,erk,bioprocess,,,mesh,d020928,,,positive,i,activation,,,,,,0.65,indra,this study provides the first evidence that mir-155 modulates erk activation.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mek,other,,,fplx,mek,,,jnk,bioprocess,,,mesh,d048031,,,positive,i,activation,,,,,,0.65,indra,"active pak1 can phosphorylate the serine/threonine kinases raf and mek, thereby activating erk and jnk.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
forkhead,family,,,pfam,pf00250,,,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,positive,i,increaseamount,,,,,,0.65,indra,bim and bcl2l11 expression is activated by the forkhead transcription factor foxo3.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mek,other,,,fplx,mek,,,erk,bioprocess,,,mesh,d020928,,,positive,i,activation,,,,,,0.65,indra,"active pak1 can phosphorylate the serine/threonine kinases raf and mek, thereby activating erk and jnk.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mcc,protein,,mcc,uniprot,p23508,,,tcr,other,,,fplx,tcr,,,positive,i,activation,,,,,,0.65,indra,"indeed, a refined titration of peptides in vivo revealed that both mcc and the two weak ligands 102s and 102n could produce this favorable quantity of tcr stimulation if the dose was adjusted to compensate for ligand strength.",pmc2916126,['nan'],['nan'],1,0.1,39,1,39.1
mapk,bioprocess,,,mesh,d020928,,,stat5,other,,,fplx,stat5,,,positive,i,activation,,,,,,0.65,indra,"however, il-2 activates multiple intracellular pathways in addition to stat5 mediated signaling, including mitogen activated protein kinase (mapk) and pi3k-akt-mtor pathways.",pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
map2k1,protein,,map2k1,uniprot,q02750,,,akt,other,,,fplx,akt,,,negative,i,inhibition,,,,,,0.65,indra,subsequent activation of pten by mek1 then inhibits akt in concert with the negative feedback provided by indirect akt inhibition of mtorc2 ( xref ).,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
lyn,other,,lyn,up,p07948,,,ervk-18,other,,ervk-18,up,o42043,,,positive,i,phosphorylation,,,,,,0.8775000000000001,indra,nan,pmc4712330,['nan'],['nan'],1,0.1,39,1,39.1
lat-ki,other,,,text,lat-ki,,,erk,bioprocess,,,mesh,d020928,,,negative,i,inhibition,,,,,,0.65,indra,"this effect is in contrast to other null mutants crossed to lat-ki mice (rasgrp1 and bam32), which decreased erk activation and decreased lymphoproliferative disease [xref_bibr, xref_bibr].",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
jnk inhibitor,other,,,text,jnk inhibitor,,,casp9,protein,,casp9,uniprot,p55211,,,positive,i,activation,,,,,,0.65,indra,addition of a jnk inhibitor reduced the induction of bim and active caspase 9.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
akt,other,,,fplx,akt,,,cd4,protein,,cd4,uniprot,p01730,,,negative,i,inhibition,,,,,,0.65,indra,expression of active akt at a stage before foxp3 turn on during normal t reg differentiation in the thymus selectively impaired differentiation of cd4 + foxp3 + cells without any alteration in the positive selection of tconv.,pmc2275380,['nan'],['nan'],1,0.1,39,1,39.1
mtorc1,bioprocess,,,go,go:0031931,,,autophagy,bioprocess,,,go,go:0006914,,,negative,i,inhibition,,,,,,0.65,indra,"importantly, pi3k and autophagy pathways are tightly related, as mtorc1 suppress autophagy by inhibiting ulk1, and the transcription factor foxo3, which is inhibited by active akt, regulates a number of autophagy related genes, including lc3, gabarapl1, bnip3, pik3c3, and ulk1 [xref_bibr, xref_bibr, xref_bibr].",pmc4496363,['nan'],['nan'],1,0.1,39,1,39.1
mtorc1,bioprocess,,,go,go:0031931,,,pak1,protein,,pak1,uniprot,q13153,,,positive,i,activation,,,,,,0.65,indra,the data collectively suggest that decreases in mtorc1 activity preferentially enhanced pak1 signaling.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
mtorc1,bioprocess,,,go,go:0031931,,,ulk1,protein,,ulk1,uniprot,o75385,,,positive,i,activation,,,,,,0.65,indra,"importantly, pi3k and autophagy pathways are tightly related, as mtorc1 suppress autophagy by inhibiting ulk1, and the transcription factor foxo3, which is inhibited by active akt, regulates a number of autophagy related genes, including lc3, gabarapl1, bnip3, pik3c3, and ulk1 [xref_bibr, xref_bibr, xref_bibr].",pmc4496363,['nan'],['nan'],1,0.1,39,1,39.1
pak1,protein,,pak1,uniprot,q13153,,,cell population proliferation,bioprocess,,,go,go:0008283,,,positive,i,activation,,,,,,0.65,indra,"furthermore, mir-155 regulates the delicate balance between pak1 mediated proliferation and apoptosis in t cells impacting lymphoid organ size and function.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
pak1,protein,,pak1,uniprot,q13153,,,casp9,protein,,casp9,uniprot,p55211,,,positive,i,activation,,,,,,0.65,indra,overexpression of active pak1 accelerated procarcinogen induced cell death in hela cells [xref_bibr] and overexpression of pak1 in jurkat t cells increased expression of bim and active caspase 9 (xref_fig).,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
pak1,protein,,pak1,uniprot,q13153,,,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,positive,i,activation,,,,,,0.65,indra,"however, our results emphasize that pi3k and mtor inhibition increases pak1 mediated bim upregulation (via foxo3 and bim phosphorylation by jnk) as well as pak1 mediated erk activation.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
pak1,protein,,pak1,uniprot,q13153,,,apoptotic process,bioprocess,,,go,go:0006915,,,positive,i,activation,,,,,,0.65,indra,pak1 sirna treatment induced apoptosis as measured by annexinv staining [xref_bibr].,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
pak1,other,,pak1,up,q13153,,,raf,other,,,fplx,raf,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
pak1,other,,pak1,up,q13153,,,mek,other,,,fplx,mek,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
pak1,other,,pak1,up,q13153,,,foxo3,other,,foxo3,up,o43524,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
p38,bioprocess,,,mesh,d048051,,,cd5,protein,,cd5,uniprot,p06127,,,positive,i,activation,,,,,,0.65,indra,"although p38 has recently been shown to promote thymocyte survival and can be activated downstream cd5 [xref_bibr], our data suggest that cd5 does not mediate p38 dependent signals during thymocyte development.",pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
p-p70s6k,other,,,text,p-p70s6k,,,sirolimus,simplechemical,,,chebi,chebi:9168,,,negative,i,inhibition,,,,,,0.65,indra,"p-p70s6k levels, downstream of mtor, were decreased, verifying effective rapamycin treatment.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
ovap,other,,,text,ovap,,,ps13-cdc37,other,,,text,ps13-cdc37,,,positive,i,activation,,,,,,0.65,indra,"we found that loss of cd5-ck2 signaling had not effect on ovap induced ps13-cdc37, the site of ck2 phosphorylation (xref_fig).",pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
ovap,other,,,text,ovap,,,erk,other,,,fplx,erk,,,positive,i,increaseamount,,,,,,0.65,indra,the data showed higher basal (xref_fig) and ovap (xref_fig) induced perk levels in the nuclei of dp and sp populations from cd5-deltack2bd compared to cd5 wt mice.,pmc5193405,['nan'],['nan'],1,0.1,39,1,39.1
notch,family,,,pfam,pf00066,,,myc,protein,,myc,uniprot,p01106,,,positive,i,increaseamount,,,,,,0.65,indra,"induction of the notch pathway in malignant cells from these mice, however, was shown to increase cellular levels of c-myc, suggesting that pi3k and c-myc cooperate in multiple models of pten loss to promote lymphomagenesis and lymphoproliferative autoimmune disorder.",pmc3375464,['nan'],['nan'],1,0.1,39,1,39.1
nedd4,other,,nedd4,up,p46934,,,pten,other,,pten,up,p60484,,,positive,i,ubiquitination,,,,,,0.65,indra,nan,pmc4418530,['nan'],['nan'],1,0.1,39,1,39.1
n-benzyloxycarbonyl-l-leucyl-l-leucyl-l-leucinal,simplechemical,,,chebi,chebi:75142,,,akt,other,,,fplx,akt,,,negative,i,decreaseamount,,,,,,0.86,indra,"indeed, the expression of tbk1, but not its catalytically inactive mutant (k38a), caused drastic loss of endogenous akt, which was blocked by a proteasome inhibitor, mg132 (xref_fig).",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
mtorc2,other,,,fplx,mtorc2,,,akt,other,,,fplx,akt,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc3375464,['nan'],['nan'],1,0.1,39,1,39.1
jnk inhibitor,other,,,text,jnk inhibitor,,,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,positive,i,activation,,,,,,0.65,indra,addition of a jnk inhibitor reduced the induction of bim and active caspase 9.,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
jnk,other,,,fplx,jnk,,,foxo3,other,,foxo3,up,o43524,,,positive,i,phosphorylation,,,,,,0.86,indra,nan,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
jnk,other,,,fplx,jnk,,,bcl2l11,other,,bcl2l11,up,o43521,,,positive,i,phosphorylation,,,,,,0.65,indra,nan,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
inpp5d,other,,inpp5d,up,q92835,,,phosphatidylinositol,other,,,chebi,chebi:28874,,,negative,i,dephosphorylation,,,,,,0.65,indra,nan,pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
foxo1,protein,,foxo1,uniprot,q12778,,,homeostatic process,bioprocess,,,go,go:0042592,,,positive,i,activation,,,,,,0.65,indra,"t cell specific loss of foxo1 was shown to severely disrupt t cell homeostasis, resulting in multi-organ lymphocyte infiltration as well as exocrine pancreatitis and hind limb paralysis.",pmc3375464,['nan'],['nan'],1,0.1,39,1,39.1
foxo3,protein,,foxo3,uniprot,o43524,,,bcl2l11,protein,,bcl2l11,uniprot,o43521,,,positive,i,increaseamount,,,,,,0.9419,indra,"there is ample evidence for the pro apoptotic functions of bim [xref_bibr, xref_bibr, xref_bibr] and it has been reported that foxo3 directly induces the transcription of bim and bcl2l11 [xref_bibr, xref_bibr - xref_bibr].",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
foxo3,protein,,foxo3,uniprot,o43524,,,foxo3/14-3-3 complex,other,,,text,foxo3/14-3-3 complex,,,positive,i,activation,,,,,,0.65,indra,"foxo3 phosphorylation by akt induces binding of the cytoplasmic chaperones 14-3-3 to foxo3 and cytosolic sequestration of the foxo3/14-3-3 complex, preventing foxo3 mediated bim and bcl2l11 transcription in the nucleus.",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
foxo3,protein,,foxo3,uniprot,o43524,,,mir155,gene,,mir155,hgnc,31542,,,positive,i,activation,,,,,,0.65,indra,"because the transcription factor foxo3 is a direct target of mir-155, mir-155 can directly regulate its expression and thus that of bim [xref_bibr, xref_bibr].",pmc4487994,['nan'],['nan'],1,0.1,39,1,39.1
foxos,other,,,text,foxos,,,pi3k,other,,,fplx,pi3k,,,negative,i,inhibition,,,,,,0.65,indra,"il-2 was shown to reverse t cell anergy through the pi3k pathway by inactivation of foxos, which prevented transcriptional upregulation of sirt1.",pmc3375464,['nan'],['nan'],1,0.1,39,1,39.1
hif1a,protein,,hif1a,uniprot,q16665,,,il17a,protein,,il17a,uniprot,q16552,,,negative,i,inhibition,,,,,,0.65,indra,a critical element of this process is the expression of the transcription factor hif1alpha; cd4 + t cells deficient in hif1alpha exhibit increased foxp3 and reduced il17a under th17 inducing conditions.,pmc3949578,['nan'],['nan'],1,0.1,39,1,39.1
ikbke,protein,,ikbke,uniprot,q14164,,,interferon,family,,,pfam,pf00143,,,positive,i,activation,,,,,,0.65,indra,"however, unlike the typical ikks, tbk1 and ikkepsilon are dispensable for nf-kappab activation but are required for activation of ifn responsive factor 3, a transcription factor mediating type i ifn gene expression xref_bibr.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
ikk_complex,bioprocess,,,mesh,d051550,,,nfkappab,bioprocess,,foxo1,mesh,d016328,,,positive,i,activation,,,,,,0.65,indra,"tbk1 and ikkepsilon share structural homology with ikkalpha and ikkbeta, typical ikk components mediating activation of the transcription factor nf-kappab xref_bibr xref_bibr.",pmc4302769,['nan'],['nan'],1,0.1,39,1,39.1
